variant,mIoU,delta_mIoU,weak_mean_iou,delta_weak_mean_iou,picture_iou,delta_picture_iou,picture_to_wall,delta_picture_to_wall
phrd_s4_pred_agreement_thr0p95_a0p5,0.4090058531059163,-4.610752036532384e-05,0.2896828455049177,-4.837457679723878e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_pred_agreement_thr0p95_a0p25,0.40900528350448023,-4.667712180139727e-05,0.2896879232053,-4.329687641491109e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_conf_thr0p95_a0p75,0.40900242423014666,-4.953639613497485e-05,0.2896629293736105,-6.829070810443483e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_pred_agreement_thr0p95_a0p75,0.4089998366956046,-5.2123930677050456e-05,0.2896828455049177,-4.837457679723878e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_pred_agreement_thr0p95_a1p0,0.4089998366956046,-5.2123930677050456e-05,0.2896828455049177,-4.837457679723878e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s8_mean_top_gap_thr0p9_a0p25,0.4089533913357454,-9.856929053625452e-05,0.28977691923855003,4.569915683511061e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s8_mean_conf_thr0p95_a0p25,0.40894108202367285,-0.00011087860260877713,0.2897209626005086,-1.0257481206310537e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_conf_thr0p95_a1p0,0.40894041805018533,-0.0001115425760963018,0.28956041030158725,-0.00017080978012767867,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_region_entropy_score_thr0p9_a0p5,0.4089379424190646,-0.00011401820721701483,0.28971781139061253,-1.3408691102390069e-05,0.6285714285713934,0.0,0.02538370720188902,-0.0005903187721369545
phrd_s4_region_conf_thr0p7_a0p5,0.40893672426222427,-0.00011523636405735838,0.2909874860790893,0.001256265997374384,0.6435366536093652,0.014965225037971819,0.024203069657615112,-0.0017709563164108634
phrd_s4_mean_conf_thr0p8_a0p25,0.40893486269400486,-0.00011709793227676624,0.28986463478592717,0.00013341470421224244,0.6298992161253847,0.001327787553991322,0.024793388429752067,-0.001180637544273909
phrd_s4_pred_agreement_thr0p8_a0p75,0.408929089912429,-0.0001228707138526408,0.29024198348703284,0.0005107634053179155,0.6339686098654354,0.005397181294041986,0.023022432113341203,-0.0029515938606847723
phrd_s4_pred_agreement_thr0p8_a1p0,0.40891626651586244,-0.00013569411041919333,0.2902248701430542,0.0004936500613392791,0.6339686098654354,0.005397181294041986,0.023022432113341203,-0.0029515938606847723
